日付,カテゴリ,金額,場所,商品名・メモ
2020-09-08,食費,4480,楽天,坂東敬老の日
2020-09-08,食費,3580,楽天,大東敬老の日
2020-09-09,食費,1450,Amazon,フロア用お掃除シート
2020-09-09,食費,2970,Amazon,排卵チェッカー
2020-09-10,食費,1499,楽天,schwanengarten アイクリーム
2020-09-10,食費,1512,楽天,schwanengarten ミスト
2020-09-10,食費,1990,楽天,PUREFORET トナー
2020-09-10,食費,1792,楽天,ALIVE:LAB アンプル
2020-09-10,食費,2400,楽天,schwanengarten セラム
2020-09-11,食費,2494,宮崎ミート,牛肉
2020-09-11,食費,6900,宮崎ミート,焼肉
2020-09-11,食費,3138,とん膳,とんかつ
2020-09-11,交通費,6090,Enejet,ガソリン
2020-09-11,食費,398,ヤオコー,パティーナ
2020-09-11,食費,158,ヤオコー,牛乳
2020-09-11,食費,198,ヤオコー,ヤクルト
2020-09-11,食費,243,ヤオコー,出汁醤油
2020-09-11,食費,58,ヤオコー,ガリガリ君
2020-09-11,食費,69,ヤオコー,納豆
2020-09-11,食費,69,ヤオコー,納豆
2020-09-11,食費,198,ヤオコー,たまご
2020-09-11,食費,198,ヤオコー,ケチャップ
2020-09-11,食費,168,ヤオコー,ハミング柔軟剤
2020-09-11,食費,198,ヤオコー,コチュジャン
2020-09-11,食費,86,ヤオコー,食パン
2020-09-11,食費,298,ヤオコー,ウインナー
2020-09-11,食費,99,ヤオコー,青のり
2020-09-11,食費,99,ヤオコー,わさび
2020-09-11,食費,108,ヤオコー,ミツカン酢
2020-09-11,食費,250,ヤオコー,ラー油
2020-09-11,食費,368,ヤオコー,コンソメ
2020-09-11,食費,268,ヤオコー,ハム
2020-09-11,食費,158,ヤオコー,サンチュ
2020-09-11,食費,158,ヤオコー,サンチュ
2020-09-12,食費,12800,楽天,白いお鍋セット
2020-09-13,食費,148,CAINZ,セロテープ
2020-09-13,食費,498,CAINZ,メッシュスリッパ
2020-09-13,食費,396,CAINZ,蝶番
2020-09-13,食費,128,CAINZ,ネジ
2020-09-13,食費,1780,CAINZ,コシヒカリ
2020-09-13,食費,110,セリア,ステンレスピンチ
2020-09-13,食費,110,セリア,スチールS字フック
2020-09-13,固定費,220,セリア,マグネットフック
2020-09-13,食費,110,セリア,吸盤補助シート
2020-09-13,食費,110,セリア,ドライヤーホルダー
2020-09-13,食費,110,セリア,タコ糸
2020-09-13,食費,110,セリア,整理箱小
2020-09-13,食費,110,セリア,木製ディッシュスタンド
2020-09-13,食費,1078,cosmura,パック
2020-09-13,食費,715,北海道うまいもの館,スープカレー
2020-09-13,食費,691,北海道うまいもの館,三方六
2020-09-13,食費,213,KALDI,海老のビスク鍋
2020-09-13,食費,118,KALDI,ノグリラーメン
2020-09-13,食費,320,KALDI,大人のためのカレールー
2020-09-13,食費,192,KALDI,スパイシーノグボナーラ
2020-09-13,食費,178,KALDI,パンダ杏仁
2020-09-13,食費,669,ベンケイ,パン
2020-09-13,食費,199,ロピア,割れ線せんべい
2020-09-13,食費,349,ロピア,ワンタン麺
2020-09-13,食費,328,ロピア,塩ラーメン
2020-09-13,食費,378,ロピア,日清焼きそば
2020-09-13,食費,65,ロピア,ポテトチップス
2020-09-13,食費,65,ロピア,ポテトチップス
2020-09-13,食費,298,ロピア,丸大レトルトカレー
2020-09-13,食費,329,ロピア,チャルメラ豚骨ラーメン
2020-09-13,食費,316,ロピア,カットトマト缶4
2020-09-16,食費,7700,マッサージ,哲太マッサージ
2020-09-16,食費,4000,マッサージ,哲太マッサージ
2020-09-18,食費,9232,楽天,モニターアーム
2020-09-18,食費,12265,扇寿司,扇寿司
2020-09-18,食費,97,トライアル,バタークッキー
2020-09-18,食費,196,トライアル,牛乳
2020-09-18,食費,49,トライアル,アルミホイル
2020-09-18,食費,49,トライアル,アルミホイル
2020-09-18,食費,97,トライアル,スーパーカップ
2020-09-18,食費,97,トライアル,爽　梨
2020-09-18,食費,152,トライアル,アイスの実　抹茶
2020-09-18,食費,97,トライアル,ジャイアントコーン
2020-09-18,食費,53,トライアル,あずきバー
2020-09-19,食費,891,はなまるうどん,はなまるうどん
2020-09-19,食費,1598,Costco,エビ
2020-09-19,食費,698,Costco,キムチ
2020-09-19,食費,698,Costco,キムチ
2020-09-19,食費,1658,Costco,防カビくん
2020-09-19,食費,1498,Costco,ごま油
2020-09-19,食費,499,Costco,片栗粉
2020-09-19,食費,1677,Costco,パンガシウス
2020-09-19,食費,275,Costco,たまご
2020-09-19,食費,1198,Costco,かねふく明太子バラコ
2020-09-19,食費,268,Costco,にんじん
2020-09-19,食費,1747,Costco,さくらどりモモ
2020-09-19,食費,898,Costco,料理酒
2020-09-19,食費,580,Costco,白ネギ
2020-09-19,食費,1238,Costco,さくらどりムネ
2020-09-19,食費,698,Costco,玉ねぎ
2020-09-19,食費,1128,Costco,食洗機用洗剤フィニッシュ
2020-09-19,食費,399,Costco,ピーマン
2020-09-19,食費,1078,Costco,H2O AQUA　掃除用
2020-09-19,食費,598,Costco,味噌
2020-09-19,食費,1998,Costco,コンセントタップ
2020-09-19,食費,1358,Costco,ローカーズミニ
2020-09-19,食費,568,Costco,ハーゲンダッツ
2020-09-19,食費,330,カスミ,タコ
2020-09-19,食費,96,カスミ,納豆
2020-09-19,食費,107,カスミ,納豆
2020-09-19,食費,250,カスミ,たくあん
2020-09-19,食費,327,カスミ,ハーブミックス
2020-09-19,食費,107,カスミ,ガーリックソルト
2020-09-19,食費,206,カスミ,ティッシュ
2020-09-19,食費,96,カスミ,レタス
2020-09-19,食費,86,カスミ,キャベツ
2020-09-19,食費,107,カスミ,白菜
2020-09-19,食費,107,カスミ,えのき
2020-09-19,食費,107,カスミ,なめこ
2020-09-19,食費,31,カスミ,もやし
2020-09-19,食費,107,カスミ,食パン
2020-09-19,食費,220,カスミ,ヤクルト
2020-09-19,食費,1222,カスミ,ウインナー
2020-09-19,食費,173,カスミ,きゅうり
2020-09-20,食費,108,ファミマ,水
2020-09-20,食費,16540,税金,年金　奈月
2020-09-20,食費,15000,エステ,ハイフ
2020-09-20,食費,9800,美容院,マカラ
2020-09-20,食費,1080,Nespresso,デカフェナート
2020-09-20,食費,1080,三越,ろく助塩
2020-09-20,食費,2376,三越,お惣菜
2020-09-20,食費,954,三越,お惣菜
2020-09-21,食費,200,つくば道の駅,バームクーヘン
2020-09-21,食費,100,つくば道の駅,ししとう
2020-09-21,食費,216,つくば道の駅,カステラ
2020-09-21,食費,180,つくば道の駅,ごぼう
2020-09-21,食費,130,つくば道の駅,なす
2020-09-21,食費,420,つくば道の駅,さつまいも
2020-09-21,食費,540,つくば道の駅,きくらげ
2020-09-21,食費,1200,Enejet,佐倉土浦〜成田
2020-09-22,食費,468,KALDI,アンチョビ
2020-09-22,食費,199,ロピア,キャベツ
2020-09-22,食費,99,ロピア,ニラ
2020-09-22,食費,99,ロピア,ニラ
2020-09-22,食費,99,ロピア,ニラ
2020-09-24,固定費,37000,出張所,国民健康保険
2020-09-24,食費,149,ファミマ,シュークリーム
2020-09-26,食費,1000,楽天,ルイボスティー
2020-09-26,食費,1000,楽天,ピギーノーズパック
2020-09-26,食費,108,ヤオコー,食パン
2020-09-26,食費,198,ヤオコー,バタール
2020-09-26,食費,99,ヤオコー,納豆
2020-09-26,食費,298,ヤオコー,チェダーチーズ
2020-09-26,食費,79,ヤオコー,納豆
2020-09-26,食費,208,ヤオコー,春巻の皮
2020-09-26,食費,198,ヤオコー,お料理パック（出汁用）
2020-09-26,食費,298,ヤオコー,富田つけ麺
2020-09-26,食費,298,ヤオコー,一幻えび味噌ラーメン
2020-09-26,食費,278,ヤオコー,花かつお
2020-09-26,食費,179,ヤオコー,小麦粉
2020-09-26,食費,85,ヤオコー,薄揚げ
2020-09-26,食費,168,ヤオコー,餃子の皮
2020-09-26,食費,99,ヤオコー,大葉
2020-09-26,食費,94,ヤオコー,千切りたけのこ
2020-09-27,食費,1480,CAINZ,3段ボックス
2020-09-27,食費,1480,CAINZ,3段ボックス
2020-09-27,食費,798,CAINZ,木炭
2020-09-27,食費,1934,Costco,生筋子
2020-09-27,食費,768,Costco,チャンジャ
2020-09-28,食費,110,セリア,巻きす
2020-09-28,食費,110,セリア,8wayポケットナイフ
2020-09-28,食費,110,セリア,キッチン整理ボックス小
2020-09-28,食費,330,セリア,BBQ網
2020-10-01,固定費,110000,イオン銀行,ローン
2020-10-01,固定費,11302,楽天銀行,Macローン
2020-10-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2020-10-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2020-10-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2020-10-01,固定費,8467,楽天カード,奈月メットライフ
2020-10-01,光熱費,5339,楽天カード,東京電力
2020-10-01,光熱費,12648,楽天カード,東京ガス
2020-10-01,固定費,687,楽天カード,ソネット
2020-10-01,固定費,3361,楽天カード,ソネット
2020-10-01,固定費,2248,楽天カード,楽天モバイル
2020-10-01,固定費,2356,楽天カード,楽天モバイル
2020-10-01,食費,5238,Nespresso,Nespressoコーヒー
2020-10-02,食費,547,福太郎,熱冷まシート
2020-10-02,食費,547,福太郎,熱冷まシート
2020-10-02,食費,415,福太郎,ジャバ
2020-10-02,食費,382,福太郎,メイク落としシート
2020-10-02,食費,605,福太郎,ボディシート
2020-10-02,食費,748,福太郎,ギャッツビーワックス
2020-10-02,食費,415,福太郎,ハンドクリーム
2020-10-02,食費,415,福太郎,ハンドクリーム
2020-10-02,食費,547,福太郎,ハトムギボディミルク
2020-10-02,食費,552,ココス,ココス
2020-10-02,食費,196,マルエツ,冷凍コロッケ
2020-10-02,食費,118,マルエツ,お茶２L
2020-10-02,食費,401,マルエツ,赤ワイン
2020-10-02,食費,64,マルエツ,キャベツ
2020-10-02,食費,107,マルエツ,バナナ
2020-10-02,食費,108,マルエツ,ほろ酔い
2020-10-02,食費,107,マルエツ,食パン
2020-10-03,食費,140,マルエツ,堅揚げポテト
2020-10-03,食費,228,マルエツ,ポテトチップス
2020-10-03,食費,159,マルエツ,カップヌードル
2020-10-03,食費,151,マルエツ,赤いきつね
2020-10-03,食費,327,マルエツ,寿司
2020-10-03,食費,261,マルエツ,惣菜
2020-10-03,食費,99,マルエツ,みたらし団子
2020-10-03,食費,437,マルエツ,生サンマ
2020-10-03,食費,107,マルエツ,宅バルアヒージョ
2020-10-03,食費,418,マルエツ,豚肩ロース
2020-10-03,食費,1628,マルエツ,牛バラ・カルビ
2020-10-03,食費,217,マルエツ,中華そば
2020-10-03,食費,1408,マルエツ,焼肉4種5点盛り
2020-10-03,食費,162,マルエツ,レタス
2020-10-03,食費,6000,キャンプ場,ユニオンオートキャンプ
2020-10-04,食費,1000,コインランドリー,シュラフ・毛布コインランドリー
2020-10-04,食費,1080,マクドナルド,朝マック
2020-10-04,交通費,5491,ガソリン,Costcoガソリン
2020-10-05,食費,321,イオン,切り餅
2020-10-05,食費,321,イオン,おろしショウガ
2020-10-05,食費,321,イオン,おろしにんにく
2020-10-05,食費,62,イオン,レモナック
2020-10-05,食費,62,イオン,レモナック
2020-10-05,食費,3641,スシロー,スシロー
2020-10-05,食費,1320,整骨院,奈月　整骨院
2020-10-05,食費,1900,整骨院,哲太　整骨院
2020-10-06,食費,4100,整骨院,哲太　整骨院
2020-10-07,食費,450,出張所,戸籍謄本
2020-10-07,食費,110,セリア,ハロウィンピック
2020-10-07,食費,110,セリア,ノート
2020-10-07,食費,110,セリア,コーヒーフィルター
2020-10-07,食費,110,セリア,スクレーバー
2020-10-07,食費,110,セリア,キッチン整理ボックス
2020-10-07,食費,110,セリア,割り箸
2020-10-07,食費,220,セリア,フラワーお皿
2020-10-07,食費,74,ロピア,納豆
2020-10-07,食費,113,ロピア,たまご
2020-10-07,食費,193,ロピア,冷凍ほうれん草
2020-10-07,食費,74,ロピア,納豆
2020-10-07,食費,117,ロピア,豆腐
2020-10-07,食費,96,ロピア,大根
2020-10-07,食費,583,ロピア,切り落とし豚肉
2020-10-07,食費,238,ロピア,ピーマン
2020-10-07,食費,74,ロピア,薄揚げ
2020-10-07,食費,139,ロピア,ニラ
2020-10-07,食費,214,ロピア,白菜
2020-10-07,食費,95,ロピア,餃子の皮
2020-10-07,食費,138,ファミマ,クリームパン
2020-10-10,食費,15000,エステ,ハイフ
2020-10-10,食費,1188,三越,バームクーヘン
2020-10-10,食費,1500,サイゼリヤ,サイゼリヤ
2020-10-10,食費,129,ファミマ,お茶
2020-10-10,食費,2580,イオン,セリアントロンT
2020-10-10,食費,2580,イオン,セリアントスパッツ
2020-10-10,食費,1500,イオン,セリアントTシャツ
2020-10-10,食費,15,KALDI,紙袋
2020-10-10,食費,999,KALDI,ワイン
2020-10-10,食費,429,KALDI,ゆずポン酢
2020-10-10,食費,513,KALDI,叙々苑ドレッシング
2020-10-10,食費,194,KALDI,杏仁豆腐
2020-10-10,食費,205,KALDI,ハロウィングミ
2020-10-10,食費,698,KALDI,ワイン
2020-10-10,食費,5990,ZARA,トップス
2020-10-10,食費,5990,ZARA,ワンピース
2020-10-10,食費,4990,ZARA,セーター
2020-10-10,食費,2138,イトーヨーカドー,お米
2020-10-10,食費,73,イトーヨーカドー,綾鷹
2020-10-10,食費,170,イトーヨーカドー,食パン
2020-10-10,食費,288,イトーヨーカドー,シュークリーム
2020-10-10,食費,203,イトーヨーカドー,牛乳
2020-10-10,食費,213,イトーヨーカドー,たまご
2020-10-10,食費,213,イトーヨーカドー,きゅうり
2020-10-10,食費,213,イトーヨーカドー,きゅうり
2020-10-11,食費,6600,南大門,南大門・韓国料理
2020-10-11,食費,600,南大門,駐車場
2020-10-12,食費,34520,整骨院,哲太奈月　整骨院
2020-10-12,食費,330,スリコ,ハロウィンランチョンマット
2020-10-13,食費,1204,Amazon,真空パック
2020-10-13,食費,4784,楽天,ランタン
2020-10-14,食費,12312,楽天,酵素ドリンク
2020-10-14,食費,1400,整骨院,哲太奈月　整骨院
2020-10-16,食費,19600,出張所,年金　奈月
2020-10-16,食費,84,郵便局,切手
2020-10-16,食費,321,ヤオコー,ラーメン
2020-10-16,食費,321,ヤオコー,ラーメン
2020-10-16,食費,213,ヤオコー,味のり
2020-10-16,食費,85,ヤオコー,納豆
2020-10-16,食費,96,ヤオコー,絹豆腐
2020-10-16,食費,106,ヤオコー,大根
2020-10-16,食費,928,マツキヨ,ファブリーズ消臭
2020-10-16,食費,207,マツキヨ,乾クイックル
2020-10-16,食費,207,マツキヨ,乾クイックル
2020-10-16,食費,300,マツキヨ,アルコールウェットシート
2020-10-16,食費,300,マツキヨ,アルコールウェットシート
2020-10-16,食費,300,マツキヨ,アルコールウェットシート
2020-10-16,食費,304,マツキヨ,生理用品
2020-10-16,食費,305,マツキヨ,生理用品
2020-10-16,固定費,547,マツキヨ,携帯アルコール
2020-10-17,娯楽費,4800,映画,イオンモール成田
2020-10-17,食費,217,イオン,柔軟剤
2020-10-17,食費,52,イオン,お茶
2020-10-17,食費,140,イオン,チャパグリ
2020-10-17,食費,129,イオン,ノグリ
2020-10-17,食費,129,イオン,ノグリ
2020-10-18,交通費,3117,Enejet,ガソリン
2020-10-18,食費,170,房総の村,ごぼう
2020-10-18,食費,160,房総の村,ミルクブッセ
2020-10-18,食費,150,房総の村,ミルクバウム
2020-10-18,食費,160,房総の村,チーズブッセ
2020-10-18,食費,270,房総の村,白菜
2020-10-18,食費,150,房総の村,里芋
2020-10-18,食費,300,房総の村,れんこん
2020-10-18,食費,350,房総の村,芋煮汁
